824599521407922,676
952452049853986,669
631139069451502,691
124930849647171,248
575528223630013,970
118808315392150,730
193183344968393,963
639289004476470,1004
380187520940577,134
528314460353532,273
241241140027426,364
563579206159003,155
258105905195381,668
289993470146445,937
501160083489266,666
366892316106061,395
804205841980542,1006
504592314852331,992
755920646088785,878
500836416137153,268
618167220517592,164
232565125289715,971
225587221148256,274
525860715610218,1007
766590708252621,638
770271548033479,205
470639760162361,103
782501452380312,548
817499170670031,592
585095412528800,337
804630837972473,679
487518354887791,865
306404504401488,749
487973530603334,274
177592132343879,1012
907752397841389,251
550333529889346,105
977681346557391,343
990185199794530,565
175898564215112,249
914096958840604,275
471695947901270,623
560432795713965,638
245453738773211,139
940530184998271,747
869031124415960,319
883555247320971,1033
508846033290853,385
605832492737443,928
513137798024338,693
340526526468342,382
847786638490116,127
346195786406101,76
557850525221625,1011
609566411233112,1001
679076152936253,949
818220189939613,151
905563245275818,577
158424314182581,324
794631336743378,978
817321569431968,335
217866862466310,903
937575881151208,1013
578635772704503,1047
495177431900027,161
408303918114100,907
876139688897882,1048
210662620988248,667
398578032752089,71
646923723604627,684
130406768392138,972
586904322972199,535
362279188244696,596
598362079689999,243
739792225481839,550
378231123635641,98
753675445962806,1053
104982162420771,263
832599499754219,152
494796952265615,224
790791559999249,139
471635144954588,934
315704409885446,723
481505137746987,870
929908639442663,872
268953243055907,754
434537712235394,89
403594016110138,286
917331794358109,692
215300088133435,350
927859696781122,751
420176034452154,843
715539381527074,764
498347702120012,60
219672980802404,616
787066366019783,635
365844372728336,621
946850875865600,252
263807621246214,587
941535119358098,889
867851294012594,311
792284382089811,154
600411028986427,107
261140315107519,926
844247348057746,396
103544155673508,128
422996209649211,664
236590815249357,310
306304383723924,153
979952667413209,95
630033094902810,54
117542271106440,804
346828492793041,262
590234585018814,230
979837005243622,357
940436842666088,665
120117613477727,832
535885726921673,695
448395845931157,308
346225363964828,66
720781895422119,704
272598662925857,229
513381607924576,322
474536288015457,97
175650238442398,760
651046973164856,592
700611811460909,973
968351164923710,373
673703002540084,980
776730273590505,94
848758606187581,99
574996008915456,141
774035346769022,613
774451092235726,148
445374506812358,334
806806178438473,198
408069981211635,384
976129772286930,252
746871784479661,1042
283409078692211,160
210750761799463,289
233288562531724,328
990682285273103,150
698909615691588,582
521004703313952,269
479928916163545,718
594382089521628,356
261106408380047,33
994942119605530,161
881102138600237,653
313739680407785,90
